Timestamp,Power (w/kg),Form Power (w/kg),Air Power (w/kg),Watch Speed (m/s),Stryd Speed (m/s),Watch Distance (meters),Stryd Distance (meters),Stiffness,Stiffness/kg,Ground Time (ms),Cadence (spm),Vertical Oscillation (cm),Watch Elevation (m),Stryd Elevation (m),Ground Time Balance,Vertical Oscillation Balance,Leg Spring Stiffness Balance,Impact Loading Rate Balance,Vertical Ratio
1759657300,0.7763157894736842,0.6578947368421053,0,0,0,0,0,0,0,0,82,0,-4.4,0,0,0,0,0,0
1759657301,0.7763157894736842,0.6578947368421053,0,0.317,0,1.01,0,0,0,0,84,0,-4.4,0,0,0,0,0,0
1759657302,1.144736842105263,0.7236842105263158,0,0.662,0,2.75,0,0,0,960,96,0,-4.4,0,0,0,0,0,0
1759657303,1.5,0.7763157894736842,0,1.605,0,5.19,0,10.375,0.13651315789473684,842,104,5.12,-4.6,0,0,0,0,0,5.52939651820813
1759657304,1.644736842105263,0.7763157894736842,0.013157894736842105,2.314,0,8.01,0,10.375,0.13651315789473684,680,114,5.25,-4.6,0,0,0,0,0,4.310734138551101
1759657305,2.026315789473684,0.8157894736842105,0.013157894736842105,2.734,0,10.89,0,10.625,0.13980263157894737,628,118,5.25,-4.8,0,0,0,0,0,3.7765165411424504
1759657306,2.289473684210526,0.8157894736842105,0.02631578947368421,2.809,0,13.83,0,10.625,0.13980263157894737,444,140,5.5,-4.8,0,0,0,0,0,4.568637549216686
1759657307,2.723684210526316,0.868421052631579,0.039473684210526314,2.893,0,16.74,0,10.875,0.14309210526315788,356,156,5.5,-4.6,0,0,0,0,0,4.942976031059864
1759657308,2.9078947368421053,0.9342105263157895,0.039473684210526314,2.921,0,20.16,0,11.5,0.1513157894736842,264,178,5.62,-4.6,0,0,0,0,0,5.707843714770315
1759657309,3.1052631578947367,0.9342105263157895,0.05263157894736842,2.976,0,23.18,0,11.5,0.1513157894736842,262,180,5.75,-4.6,0,0,0,0,0,5.796370967741936
1759657310,3.1447368421052633,0.9473684210526315,0.039473684210526314,2.976,0,26.05,0,11.625,0.15296052631578946,258,180,5.87,-4.4,0,0,0,0,0,5.91733870967742
1759657311,3.1578947368421053,0.9605263157894737,0.039473684210526314,2.976,0,29.4,0,11.375,0.14967105263157895,258,180,6,-4.4,0,0,0,0,0,6.048387096774194
1759657312,3.210526315789474,0.9605263157894737,0.039473684210526314,3.023,0,32.4,0,11.375,0.14967105263157895,254,180,6,-4.4,0,0,0,0,0,5.954330286701003
1759657313,3.210526315789474,0.9605263157894737,0.039473684210526314,3.023,0,35.33,0,11.375,0.14967105263157895,256,178,6,-4.4,0,0,0,0,0,5.888183397285547
1759657314,3.1447368421052633,0.9605263157894737,0.039473684210526314,2.976,0,38.3,0,11.375,0.14967105263157895,254,178,6.12,-4.4,0,0,0,0,0,6.100782535014704
1759657315,3.1447368421052633,0.9605263157894737,0.039473684210526314,2.976,0,41.55,0,11.375,0.14967105263157895,258,178,6,-4.4,0,0,0,0,0,5.981159348053631
1759657316,3.223684210526316,0.9605263157894737,0.039473684210526314,3.098,0,44.93,0,11.25,0.14802631578947367,258,178,6.12,-4.4,0,0,0,0,0,5.860553305179695
1759657317,3.25,0.9605263157894737,0.039473684210526314,3.116,0,47.78,0,11.25,0.14802631578947367,258,178,6.12,-4.4,0,0,0,0,0,5.826684692575737
1759657318,3.1578947368421053,0.9605263157894737,0.039473684210526314,3.144,0,51.05,0,11.25,0.14802631578947367,260,176,6.12,-4.4,0,0,0,0,0,5.709913978093336
1759657319,3.1315789473684212,0.9736842105263158,0.039473684210526314,3.144,0,54.33,0,11.25,0.14802631578947367,260,176,6.12,-4.4,0,0,0,0,0,5.709913978093336
1759657320,3.1184210526315788,0.9736842105263158,0.039473684210526314,3.144,0,56.88,0,11.25,0.14802631578947367,262,176,6.12,-4.4,0,0,0,0,0,5.709913978093336
1759657321,3.1315789473684212,0.9736842105263158,0.06578947368421052,3.116,0,60.08,0,11.125,0.14638157894736842,262,176,6.12,-4.4,0,0,0,0,0,5.761247140557486
1759657322,3.0657894736842106,0.9736842105263158,0.06578947368421052,3.098,0,62.81,0,11.125,0.14638157894736842,260,176,6.12,-4.4,0,0,0,0,0,5.794686310527013
1759657323,3.039473684210526,0.9736842105263158,0.07894736842105263,3.107,0,66.23,0,11.25,0.14802631578947367,260,176,6.12,-4.4,0,0,0,0,0,5.777945619335348
